"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000153395.9",45.6502461967597,-1.79337035462562,0.43356596488649,-4.13632641827671,3.52910086084588e-05,0.00581883981460151
"ENSG00000168036.17",15.8215616120219,2.03136729131812,0.493214108146537,4.11863176207967,3.81128622343257e-05,0.00581883981460151
"ENSG00000249835.2",7.06367970405357,5.2870696258068,1.2808633408006,4.12773904708844,3.66347512268722e-05,0.00581883981460151
"ENSG00000256087.6",4.09750981818703,5.49126745191875,1.33196644804595,4.12267700885007,3.74494633972324e-05,0.00581883981460151
"ENSG00000156414.18",3.99222172150673,5.44695070530976,1.32772439009616,4.10247092389052,4.08761236557011e-05,0.00606449896697092
"ENSG00000157613.10",3.97017284502181,5.44204795605811,1.32757131803873,4.09925092694668,4.1448946378272e-05,0.00606449896697092
"ENSG00000197608.11",3.93602539894307,5.43377418378185,1.33682328671176,4.06469145009251,4.80960460071183e-05,0.00689343941036718
"ENSG00000166825.13",3.91327902671675,5.40740952094713,1.33253802204197,4.05797765729856,4.94995021730644e-05,0.00695270007522863
"ENSG00000179178.10",3.85643771898036,-5.41043662469832,1.35410805601245,-3.99557228883998,6.45381599089841e-05,0.00888728425570188
"ENSG00000132434.9",7.42521630824471,-4.46838935774223,1.12056380128334,-3.98762600810836,6.67377594555894e-05,0.00901344778185778
"ENSG00000168672.3",24.70796720318,-1.67693402386835,0.423489061745119,-3.95980481044307,7.50110475534938e-05,0.00993967145222994
"ENSG00000204604.10",10.908299104099,2.39298852367548,0.607565387602598,3.93865182662562,8.19407359973401e-05,0.0106568479427652
"ENSG00000103089.8",3.37109969507297,-5.25876491096511,1.35311916454014,-3.88640191401939,0.000101741008127572,0.0125355631592972
"ENSG00000185033.14",17.4895202489483,1.81120466646407,0.465775985695605,3.88857459827853,0.000100834678652312,0.0125355631592972
"ENSG00000253729.7",10.6805200014748,2.34775112605317,0.60287060227285,3.8942869617494,9.84880040718992e-05,0.0125355631592972
"ENSG00000040341.17",8.80672483720122,-2.80779882910745,0.728742574125458,-3.85293645355769,0.000116709687595921,0.013725494672205
"ENSG00000144824.20",11.0538048224588,2.43369848462657,0.631837169065905,3.8517811293446,0.000117261808391328,0.013725494672205
"ENSG00000254538.1",8.80672483720122,-2.80779882910745,0.728742574125458,-3.85293645355769,0.000116709687595921,0.013725494672205
"ENSG00000105329.9",19.9369666156525,-2.0056516056979,0.521416955935845,-3.84654082086404,0.000119797179436915,0.0137923867407452
"ENSG00000164692.17",3.36160500817875,5.19795550101844,1.35427572707504,3.83818110086414,0.000123949054526538,0.0140402291925787
"ENSG00000136235.16",9.45413256002401,2.43993317394628,0.638136878782421,3.82352635472459,0.000131556522591695,0.0146654199708171
"ENSG00000163435.15",11.1680039051803,-2.23680398103155,0.585606334925365,-3.81963760913998,0.000133647882880105,0.0146657668979215
"ENSG00000041982.15",46.3245029207582,1.79577855659716,0.47545288124215,3.77698532797946,0.000158738078681902,0.0166390675609403
"ENSG00000100867.14",3.22216946541972,5.13321596454658,1.35901294794179,3.77716486978347,0.000158623733262142,0.0166390675609403
"ENSG00000173077.15",46.3245029207582,1.79577855659716,0.47545288124215,3.77698532797946,0.000158738078681902,0.0166390675609403
"ENSG00000124486.12",7.51112149354099,3.41305885868116,0.905195744375421,3.77052022160814,0.000162907600884363,0.0167832837139524
"ENSG00000249007.1",11.0338138854395,-2.21370884637385,0.587581000551757,-3.76749562068057,0.000164893432473689,0.0167832837139524
"ENSG00000026508.18",16.9236145953477,1.8622148019529,0.497262479572891,3.74493326653641,0.000180441731693727,0.0181034611669292
"ENSG00000075223.13",6.49019207028307,3.63344816395546,0.971976197918759,3.73820693524756,0.000185337371086014,0.0183327374244659
"ENSG00000117595.11",7.71786298133039,2.76834351402733,0.742153699030108,3.73014850919044,0.000191366940363001,0.0186662503079077
"ENSG00000184220.11",3.15387457326225,5.11338008043352,1.37422816360794,3.72091055608169,0.000198505741897958,0.0190973400732789
"ENSG00000126106.13",3.01355144314343,-5.07589684399997,1.37651013871457,-3.68751141109647,0.000226457941337519,0.0214920827299108
